InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
536132,22960,JAM MAKING SET WITH JARS,6,2019-03-23 04:41:00,4.62,16782.0,United Kingdom
536055,22960,JAM MAKING SET WITH JARS,7,2019-06-05 19:22:00,5.17,,Australia
537654,71270,PINK CRYSTAL GUITAR PHONE CHARM,14,09-14-2019,1.31,17732.0,france
536408,21755,love building block word,10,2019-11-22 04:19:00,5.7,,Portugal
536598,84406B,CREAM CUPID HEARTS COAT HANGER,2,2019-12-30 06:15:00,2.7,16154.0,EIRE
536547,22960,JAM MAKING SET WITH JARS,12,2019-04-18 16:47:00,5.34,12534.0,Netherlands
536047,21755,LOVE BUILDING BLOCK WORD,7,18/11/2019 08:07,6.0,17879.0,  Portugal  
536413,84406B,CREAM CUPID HEARTS COAT HANGER,4,24/01/2019 11:40,2.56,,France
536662,71270,PINK CRYSTAL GUITAR PHONE CHARM,12,27/09/2019 22:23,1.19,,Spain
537418,21755,  LOVE BUILDING BLOCK WORD  ,15,12-07-2019,5.93,15470.0,EIRE
536741,21755,LOVE BUILDING BLOCK WORD,15,2019-03-14 09:26:00,5.65,,Germany
536079,71270,PINK CRYSTAL GUITAR PHONE CHARM,17,15/07/2019 12:44,1.21,16623.0,france
536329,84406B,CREAM CUPID HEARTS COAT HANGER,19,01/09/2019 02:32,3.0,12693.0,EIRE
537408,22423,regency cakestand 3 tier,6,2019-03-23 10:32:00,11.98,18246.0,portugal
536586,84406B,CREAM CUPID HEARTS COAT HANGER,4,2019-07-14 03:59:00,2.54,15319.0,Belgium
536340,22752,set 7 babushka nesting boxes,11,19/04/2019 12:56,8.3,12478.0,  Belgium  
537387,71053,WHITE METAL LANTERN,13,08-11-2019,3.29,17864.0,France
536288,21755,LOVE BUILDING BLOCK WORD,15,2019-01-26 14:52:00,6.3,14658.0,EIRE
537492,21755,LOVE BUILDING BLOCK WORD,5,01-28-2019,6.54,12352.0,Spain
536783,71053,WHITE METAL LANTERN,13,2019-06-06 12:36:00,3.5,16218.0,Spain
537471,21755,  LOVE BUILDING BLOCK WORD  ,7,2019-08-04 03:15:00,5.59,16372.0,Switzerland
536824,71270,pink crystal guitar phone charm,13,2019-06-01 16:37:00,1.32,14300.0,australia
536565,21755,love building block word,15,2019-05-08 08:59:00,6.36,17025.0,eire
536814,85123A,  WHITE HANGING HEART T-LIGHT HOLDER  ,14,06-16-2019,2.57,13460.0,germany
536739,22752,SET 7 BABUSHKA NESTING BOXES,7119,10-06-2019,7.88,13332.0,Portugal
537023,84879,ASSORTED COLOUR BIRD ORNAMENT,1,2019-09-01 22:57:00,1.84,15718.0,france
537079,84406B,cream cupid hearts coat hanger,5,17/12/2019 09:19,2.94,14693.0,Germany
537406,22423,REGENCY CAKESTAND 3 TIER,13,12-08-2019,11.63,12447.0,belgium
536527,84406B,CREAM CUPID HEARTS COAT HANGER,8,2019-06-14 10:29:00,2.61,12823.0,Australia
536267,22423,REGENCY CAKESTAND 3 TIER,16,2019-09-03 03:30:00,12.98,17410.0,  Switzerland  
536408,71053,WHITE METAL LANTERN,14,05-05-2019,3.44,15391.0,Germany
536401,84879,ASSORTED COLOUR BIRD ORNAMENT,10,08-29-2019,1.84,12517.0,united kingdom
537500,71270,pink crystal guitar phone charm,3,11/08/2019 23:42,1.32,16954.0,EIRE
537066,21755,LOVE BUILDING BLOCK WORD,17,2019-06-24 13:24:00,5.41,13895.0,belgium
536908,21730,GLASS STAR FROSTED T-LIGHT HOLDER,6,12/06/2019 00:32,4.47,17975.0,Germany
536959,22423,REGENCY CAKESTAND 3 TIER,12,12-18-2019,11.79,16394.0,EIRE
537578,84406B,cream cupid hearts coat hanger,8,30/04/2019 07:35,2.54,14728.0,Netherlands
536133,22752,SET 7 BABUSHKA NESTING BOXES,5,2019-05-05 23:08:00,7.31,15682.0,France
536926,22752,SET 7 BABUSHKA NESTING BOXES,4,2019-01-15 10:37:00,7.44,18088.0,belgium
537302,21730,GLASS STAR FROSTED T-LIGHT HOLDER,3,09-19-2019,4.57,16723.0,Australia
536422,21730,GLASS STAR FROSTED T-LIGHT HOLDER,6,2019-05-18 07:03:00,4.25,14799.0,EIRE
536268,84879,  ASSORTED COLOUR BIRD ORNAMENT  ,6,01-13-2019,1.8,14061.0,  Belgium  
536481,84879,  ASSORTED COLOUR BIRD ORNAMENT  ,5,2019-04-28 05:21:00,1.7,14512.0,United Kingdom
536319,21755,LOVE BUILDING BLOCK WORD,14,2019-10-05 19:04:00,5.4,14938.0,France
537453,22752,set 7 babushka nesting boxes,10,2019-06-20 03:30:00,7.54,14264.0,portugal
536061,71053,white metal lantern,1,2019-06-01 20:42:00,3.13,13311.0,United Kingdom
537581,21730,GLASS STAR FROSTED T-LIGHT HOLDER,8,2019-06-13 00:33:00,4.32,12907.0,  United Kingdom  
536695,22752,SET 7 BABUSHKA NESTING BOXES,4,2019-05-02 16:07:00,7.75,17829.0,EIRE
536032,71053,white metal lantern,8,02/01/2019 17:13,3.72,17374.0,Australia
536925,21755,love building block word,9,04/02/2019 09:15,5.79,16722.0,Netherlands
537588,84406B,CREAM CUPID HEARTS COAT HANGER,8,2019-04-02 13:10:00,2.86,17302.0,Switzerland
536706,71270,pink crystal guitar phone charm,16,22/01/2019 06:43,1.24,17141.0,portugal
537237,22423,REGENCY CAKESTAND 3 TIER,5,11-05-2019,11.83,12795.0,switzerland
536843,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,04-30-2019,2.41,12640.0,  Germany  
536223,71053,WHITE METAL LANTERN,9,2019-09-11 17:53:00,3.61,12737.0,  EIRE  
536584,84406B,CREAM CUPID HEARTS COAT HANGER,1,2019-07-16 01:46:00,2.77,17801.0,Australia
536982,22423,REGENCY CAKESTAND 3 TIER,13,2019-01-21 16:03:00,11.92,18139.0,switzerland
536845,22960,  JAM MAKING SET WITH JARS  ,10,2019-10-07 00:12:00,5.37,12861.0,United Kingdom
536947,22752,SET 7 BABUSHKA NESTING BOXES,12,2019-03-21 04:05:00,8.13,16703.0,Spain
536553,22752,SET 7 BABUSHKA NESTING BOXES,3,04-30-2019,7.96,12667.0,eire
537540,84879,ASSORTED COLOUR BIRD ORNAMENT,11,10-23-2019,1.57,15462.0,Portugal
536970,71053,WHITE METAL LANTERN,12,2019-05-14 13:59:00,3.17,14719.0,EIRE
537625,22423,REGENCY CAKESTAND 3 TIER,4,2019-02-01 07:59:00,13.14,17467.0,EIRE
537386,21730,GLASS STAR FROSTED T-LIGHT HOLDER,1,2019-10-21 13:25:00,3.94,12841.0,Spain
536459,84879,ASSORTED COLOUR BIRD ORNAMENT,15,2019-06-15 02:25:00,1.72,16302.0,  Netherlands  
C537032,21730,glass star frosted t-light holder,-11,2019-05-14 04:30:00,4.15,13835.0,Netherlands
536928,21755,LOVE BUILDING BLOCK WORD,7,09/05/2019 17:12,5.7,12883.0,United Kingdom
537092,22423,  REGENCY CAKESTAND 3 TIER  ,1,2019-07-04 02:30:00,11.64,15273.0,Portugal
536865,22752,SET 7 BABUSHKA NESTING BOXES,13,2019-10-23 00:31:00,7.82,17718.0,portugal
C537182,84879,ASSORTED COLOUR BIRD ORNAMENT,-15,24/04/2019 01:24,1.8,13247.0,Switzerland
537541,21730,,7,09-14-2019,4.5,13190.0,Germany
536990,21755,love building block word,6,2019-10-04 23:27:00,5.83,17151.0,Germany
537276,22423,REGENCY CAKESTAND 3 TIER,14,19/06/2019 07:50,13.02,14197.0,United Kingdom
537554,21730,GLASS STAR FROSTED T-LIGHT HOLDER,3,04/01/2019 16:01,3.99,16164.0,  Switzerland  
536314,22752,  SET 7 BABUSHKA NESTING BOXES  ,13,2019-06-21 19:01:00,8.14,14457.0,Spain
537340,71053,WHITE METAL LANTERN,13,2019-08-25 06:00:00,3.25,17875.0,Australia
537405,84406B,  CREAM CUPID HEARTS COAT HANGER  ,16,17/08/2019 02:08,2.96,,Germany
536080,71053,  WHITE METAL LANTERN  ,19,2019-11-01 22:52:00,3.38,13217.0,Germany
536596,21730,GLASS STAR FROSTED T-LIGHT HOLDER,17,14/06/2019 04:38,4.64,13089.0,Germany
536642,85123A,  WHITE HANGING HEART T-LIGHT HOLDER  ,9,03-13-2019,2.55,16288.0,Spain
536175,84406B,CREAM CUPID HEARTS COAT HANGER,12,01/06/2019 17:07,2.87,16416.0,  Australia  
537633,84879,  ASSORTED COLOUR BIRD ORNAMENT  ,9,03/05/2019 23:54,1.85,14807.0,Netherlands
536972,71053,WHITE METAL LANTERN,14,2019-10-23 16:51:00,3.5,16116.0,Portugal
537359,22960,jam making set with jars,14,01-23-2019,5.04,12859.0,EIRE
536750,84879,ASSORTED COLOUR BIRD ORNAMENT,14,09-10-2019,1.53,17391.0,Belgium
537371,21730,GLASS STAR FROSTED T-LIGHT HOLDER,5,2019-11-02 03:30:00,4.59,13126.0,United Kingdom
536712,84879,ASSORTED COLOUR BIRD ORNAMENT,7,2019-11-10 17:54:00,1.69,17731.0,Netherlands
537336,22960,JAM MAKING SET WITH JARS,5,26/09/2019 12:27,4.76,12488.0,  United Kingdom  
536143,84406B,CREAM CUPID HEARTS COAT HANGER,7,2019-04-18 15:48:00,2.81,,  Portugal  
537648,21730,GLASS STAR FROSTED T-LIGHT HOLDER,17,2019-01-25 07:06:00,4.42,16860.0,France
536688,22423,regency cakestand 3 tier,13,08-11-2019,13.93,18162.0,  Germany  
536775,84406B,CREAM CUPID HEARTS COAT HANGER,15,08/02/2019 05:52,2.68,17356.0,  Netherlands  
537277,21730,  GLASS STAR FROSTED T-LIGHT HOLDER  ,11,07/06/2019 20:13,4.05,15151.0,Belgium
C537394,22423,REGENCY CAKESTAND 3 TIER,-14,2019-12-31 20:18:00,13.94,,Portugal
536492,71270,pink crystal guitar phone charm,11,2019-08-17 06:20:00,1.19,15660.0,Netherlands
536112,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2019-09-24 20:59:00,2.45,12738.0,United Kingdom
536691,84879,  ASSORTED COLOUR BIRD ORNAMENT  ,13,2019-12-09 00:03:00,1.61,12987.0,eire
536670,22752,SET 7 BABUSHKA NESTING BOXES,18,09-06-2019,7.21,13735.0,Australia
536084,85123A,  WHITE HANGING HEART T-LIGHT HOLDER  ,9,2019-07-11 08:13:00,2.78,15647.0,Germany
536106,71270,PINK CRYSTAL GUITAR PHONE CHARM,7,10/06/2019 10:21,1.23,17102.0,  Belgium  
536682,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,05/11/2019 21:41,2.77,13235.0,Netherlands
536315,21730,glass star frosted t-light holder,10,13/03/2019 23:02,4.61,15481.0,Germany
536845,22752,SET 7 BABUSHKA NESTING BOXES,8,06/01/2019 11:25,7.92,17008.0,Portugal
536361,84406B,  CREAM CUPID HEARTS COAT HANGER  ,1,18/10/2019 12:16,2.49,15808.0,Portugal
536397,71053,  WHITE METAL LANTERN  ,9,16/07/2019 15:48,3.24,12851.0,Netherlands
536206,21730,,10,2019-12-11 02:32:00,4.02,13687.0,  EIRE  
536699,21730,GLASS STAR FROSTED T-LIGHT HOLDER,9,2019-06-02 01:27:00,4.42,12366.0,Netherlands
536250,22960,  JAM MAKING SET WITH JARS  ,16,2019-06-20 05:52:00,5.04,14014.0,Switzerland
536983,21730,  GLASS STAR FROSTED T-LIGHT HOLDER  ,10,2019-09-07 03:59:00,4.11,15207.0,  France  
537299,21755,LOVE BUILDING BLOCK WORD,1,2019-01-24 16:31:00,5.77,15628.0,Belgium
536621,71270,PINK CRYSTAL GUITAR PHONE CHARM,14,2019-11-07 02:43:00,1.33,14455.0,Belgium
536652,21730,GLASS STAR FROSTED T-LIGHT HOLDER,2,02/05/2019 14:29,4.41,14948.0,EIRE
537000,85123A,WHITE HANGING HEART T-LIGHT HOLDER,15,2019-09-01 22:55:00,2.53,13831.0,united kingdom
536860,22752,SET 7 BABUSHKA NESTING BOXES,8,05/10/2019 09:18,8.24,12688.0,portugal
536592,71053,white metal lantern,7,06/12/2019 22:59,3.15,15693.0,Netherlands
536192,84406B,CREAM CUPID HEARTS COAT HANGER,12,14/08/2019 23:52,2.97,17256.0,  United Kingdom  
C536555,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-4,2019-01-05 08:49:00,2.73,13802.0,EIRE
536465,22752,set 7 babushka nesting boxes,14,2019-08-05 07:47:00,7.47,18006.0,Switzerland
536727,71270,  PINK CRYSTAL GUITAR PHONE CHARM  ,8,2019-12-17 18:18:00,1.25,12793.0,France
536601,84406B,  CREAM CUPID HEARTS COAT HANGER  ,5,2019-02-27 12:34:00,2.58,17059.0,Germany
537459,22752,SET 7 BABUSHKA NESTING BOXES,12,07/02/2019 14:38,7.42,16535.0,  France  
536090,84879,ASSORTED COLOUR BIRD ORNAMENT,5,15/12/2019 22:10,1.83,14223.0,Portugal
536056,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5927,2019-07-22 00:25:00,2.4,14139.0,spain
536680,22423,regency cakestand 3 tier,8,10-15-2019,13.19,15620.0,Australia
537477,85123A,white hanging heart t-light holder,15,05-07-2019,2.38,15124.0,Australia
537377,22423,REGENCY CAKESTAND 3 TIER,16,22/02/2019 07:01,13.77,,Germany
536605,21755,  LOVE BUILDING BLOCK WORD  ,17,2019-12-06 13:07:00,6.34,13591.0,United Kingdom
537203,84406B,CREAM CUPID HEARTS COAT HANGER,5,2019-02-13 03:00:00,2.83,17262.0,Germany
537218,71053,WHITE METAL LANTERN,12,2019-01-23 23:33:00,3.41,,Switzerland
536498,22960,JAM MAKING SET WITH JARS,13,2019-07-28 01:01:00,4.82,14743.0,EIRE
536948,71053,WHITE METAL LANTERN,18,19/02/2019 14:19,3.25,12685.0,France
536425,84406B,CREAM CUPID HEARTS COAT HANGER,11,04/09/2019 00:32,2.64,17558.0,  Belgium  
537287,22752,SET 7 BABUSHKA NESTING BOXES,18,2019-06-18 12:23:00,7.41,16703.0,Spain
536595,21755,LOVE BUILDING BLOCK WORD,17,23/02/2019 08:08,6.22,14424.0,Switzerland
537005,85123A,white hanging heart t-light holder,3,2019-03-23 16:48:00,2.67,14575.0,Switzerland
537257,71053,white metal lantern,4,06-14-2019,3.41,13153.0,Belgium
537087,71053,white metal lantern,3,2019-08-09 06:45:00,3.31,15289.0,France
537315,71270,pink crystal guitar phone charm,1,06/01/2019 11:52,1.27,15931.0,france
536723,71053,  WHITE METAL LANTERN  ,3,2019-08-14 18:38:00,3.46,14178.0,  Portugal  
536767,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,12-20-2019,2.73,17866.0,Spain
537192,21730,glass star frosted t-light holder,18,10-18-2019,4.23,13650.0,  Australia  
537242,71053,WHITE METAL LANTERN,12,06/08/2019 00:44,3.32,17908.0,France
536098,22960,JAM MAKING SET WITH JARS,15,2019-10-05 02:03:00,4.57,14349.0,Germany
536356,22423,REGENCY CAKESTAND 3 TIER,1,02-16-2019,12.38,16989.0,Germany
536017,22752,,4,10/01/2019 17:10,8.12,,Switzerland
537563,21730,GLASS STAR FROSTED T-LIGHT HOLDER,10,2019-06-25 06:14:00,4.08,13680.0,France
537507,22752,set 7 babushka nesting boxes,7,12/02/2019 09:48,7.49,15416.0,Germany
537321,71053,white metal lantern,16,2019-08-03 23:13:00,3.34,14010.0,  Australia  
537374,84406B,CREAM CUPID HEARTS COAT HANGER,14,2019-02-20 23:39:00,2.91,15158.0,France
536668,22752,  SET 7 BABUSHKA NESTING BOXES  ,5,20/09/2019 09:17,7.63,17673.0,switzerland
536100,22752,SET 7 BABUSHKA NESTING BOXES,1,06/12/2019 14:26,6.96,14556.0,Spain
536121,21730,  GLASS STAR FROSTED T-LIGHT HOLDER  ,15,04/06/2019 04:23,4.28,16008.0,EIRE
536034,85123A,  WHITE HANGING HEART T-LIGHT HOLDER  ,3,2019-01-09 15:58:00,2.8,13157.0,  Belgium  
537501,22752,SET 7 BABUSHKA NESTING BOXES,18,2019-05-30 15:36:00,7.5,17379.0,Netherlands
537018,21730,glass star frosted t-light holder,14,02-22-2019,4.26,12705.0,Switzerland
537044,84406B,CREAM CUPID HEARTS COAT HANGER,8,2019-09-05 07:24:00,2.73,15540.0,Australia
537650,22960,JAM MAKING SET WITH JARS,3,2019-09-19 09:16:00,4.93,16430.0,australia
536962,21730,GLASS STAR FROSTED T-LIGHT HOLDER,6,2019-05-21 03:12:00,4.38,,Portugal
537238,71270,PINK CRYSTAL GUITAR PHONE CHARM,3,2019-07-29 10:33:00,1.16,16455.0,United Kingdom
536495,71270,  PINK CRYSTAL GUITAR PHONE CHARM  ,7,28/11/2019 08:19,1.29,13765.0,Spain
537005,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2019-12-02 16:55:00,2.63,16607.0,Germany
536124,71053,WHITE METAL LANTERN,17,21/04/2019 08:20,3.48,14930.0,Belgium
536404,85123A,  WHITE HANGING HEART T-LIGHT HOLDER  ,16,11-12-2019,2.36,,australia
536181,71270,pink crystal guitar phone charm,8,2019-12-19 06:09:00,1.33,16323.0,australia
536450,71053,white metal lantern,11,2019-07-04 08:30:00,3.55,13294.0,  Germany  
536097,85123A,  WHITE HANGING HEART T-LIGHT HOLDER  ,3,08/04/2019 19:45,2.73,15632.0,  Netherlands  
537117,22752,SET 7 BABUSHKA NESTING BOXES,2,05/08/2019 04:10,7.63,14268.0,Belgium
536129,85123A,  WHITE HANGING HEART T-LIGHT HOLDER  ,18,08-18-2019,2.55,12486.0,portugal
537469,85123A,white hanging heart t-light holder,19,27/10/2019 13:21,2.7,17474.0,Portugal
C537065,22960,JAM MAKING SET WITH JARS,-15,2019-03-30 15:41:00,4.72,16821.0,  Germany  
536623,71270,PINK CRYSTAL GUITAR PHONE CHARM,10,01-09-2019,1.35,13348.0,switzerland
537308,22423,REGENCY CAKESTAND 3 TIER,19,05-07-2019,11.52,12997.0,Germany
536082,22423,REGENCY CAKESTAND 3 TIER,7,2019-08-29 14:56:00,13.5,12667.0,Switzerland
536926,22960,JAM MAKING SET WITH JARS,18,2019-04-28 16:13:00,5.0,17412.0,United Kingdom
536721,71053,WHITE METAL LANTERN,4,2019-01-14 13:31:00,3.38,17350.0,Spain
536116,22423,  REGENCY CAKESTAND 3 TIER  ,3,02/01/2019 20:01,11.63,17912.0,Germany
537354,21755,  LOVE BUILDING BLOCK WORD  ,9,2019-01-13 04:15:00,5.44,15481.0,Germany
537563,71053,WHITE METAL LANTERN,10,06-17-2019,3.06,12353.0,EIRE
536136,85123A,  WHITE HANGING HEART T-LIGHT HOLDER  ,15,01/06/2019 11:14,2.34,,France
536668,22960,jam making set with jars,4,04-12-2019,4.72,12945.0,Spain
537605,84406B,CREAM CUPID HEARTS COAT HANGER,2,2019-01-05 22:51:00,2.98,17451.0,spain
536631,71270,  PINK CRYSTAL GUITAR PHONE CHARM  ,18,2019-09-18 00:26:00,1.13,17196.0,EIRE
536394,21755,  LOVE BUILDING BLOCK WORD  ,13,07/05/2019 03:08,5.41,14082.0,Belgium
537175,71053,WHITE METAL LANTERN,8,06/11/2019 23:15,3.52,13746.0,Spain
536277,84879,ASSORTED COLOUR BIRD ORNAMENT,10,2019-01-25 22:39:00,1.6,15215.0,France
536742,84879,ASSORTED COLOUR BIRD ORNAMENT,9,2019-11-07 08:50:00,1.6,13934.0,Netherlands
536601,22423,REGENCY CAKESTAND 3 TIER,13,07-17-2019,13.01,17507.0,United Kingdom
536230,22752,SET 7 BABUSHKA NESTING BOXES,13,2019-08-12 02:24:00,8.29,15836.0,eire
537378,84879,assorted colour bird ornament,8,06/10/2019 09:35,1.82,14415.0,  Germany  
537098,85123A,  WHITE HANGING HEART T-LIGHT HOLDER  ,10,04-04-2019,2.48,18176.0,Australia
537033,85123A,white hanging heart t-light holder,5,2019-11-24 02:15:00,2.49,16621.0,Netherlands
537473,71053,WHITE METAL LANTERN,18,2019-11-09 10:14:00,3.34,13498.0,Portugal
537559,71053,  WHITE METAL LANTERN  ,1,14/07/2019 14:17,3.42,14796.0,  Portugal  
536358,84879,ASSORTED COLOUR BIRD ORNAMENT,9,10/03/2019 23:56,1.76,14234.0,  EIRE  
536943,22960,jam making set with jars,7,2019-11-22 12:17:00,4.79,15353.0,  Portugal  
537099,22423,REGENCY CAKESTAND 3 TIER,17,2019-06-13 00:14:00,13.6,14175.0,spain
536813,22423,REGENCY CAKESTAND 3 TIER,15,2019-11-10 01:50:00,12.81,16723.0,France
536703,22423,REGENCY CAKESTAND 3 TIER,17,2019-02-16 10:24:00,11.53,16039.0,Belgium
536256,22960,JAM MAKING SET WITH JARS,7,02-01-2019,5.06,16939.0,France
536943,22960,jam making set with jars,3,2019-02-05 16:36:00,4.79,15288.0,United Kingdom
537182,71053,white metal lantern,18,02/04/2019 07:50,3.16,13540.0,Spain
536648,84406B,CREAM CUPID HEARTS COAT HANGER,8,15/06/2019 16:38,3.01,17795.0,  Portugal  
536184,84879,  ASSORTED COLOUR BIRD ORNAMENT  ,3,28/08/2019 22:44,1.84,14391.0,EIRE
536250,21730,glass star frosted t-light holder,2,04-05-2019,4.46,,portugal
537306,84879,ASSORTED COLOUR BIRD ORNAMENT,13,29/03/2019 04:03,1.7,13132.0,Germany
537454,21755,love building block word,19,2019-07-25 06:30:00,5.43,,Australia
536347,71053,WHITE METAL LANTERN,13,18/09/2019 00:27,3.22,18222.0,Spain
537330,84406B,CREAM CUPID HEARTS COAT HANGER,2,03/07/2019 07:08,2.81,13602.0,Belgium
537583,71053,white metal lantern,11,10/07/2019 22:05,3.57,,Netherlands
536121,22960,jam making set with jars,17,02-16-2019,5.39,13012.0,united kingdom
537231,22752,SET 7 BABUSHKA NESTING BOXES,9,2019-10-16 19:57:00,7.34,18285.0,united kingdom
536378,22423,REGENCY CAKESTAND 3 TIER,1,2019-05-31 23:45:00,11.55,16407.0,Spain
537114,85123A,WHITE HANGING HEART T-LIGHT HOLDER,13,08-26-2019,2.62,17560.0,Netherlands
537353,85123A,WHITE HANGING HEART T-LIGHT HOLDER,11,07-24-2019,2.74,,united kingdom
536183,21730,  GLASS STAR FROSTED T-LIGHT HOLDER  ,3,2019-04-06 21:28:00,4.62,13883.0,germany
537086,21730,GLASS STAR FROSTED T-LIGHT HOLDER,19,20/04/2019 02:35,4.22,17552.0,Switzerland
537414,71270,PINK CRYSTAL GUITAR PHONE CHARM,1,2019-12-16 18:15:00,1.26,14826.0,Australia
536540,22752,SET 7 BABUSHKA NESTING BOXES,1,13/05/2019 06:15,8.4,16234.0,Belgium
536840,21730,glass star frosted t-light holder,10,2019-08-27 03:10:00,4.02,12736.0,Australia
537335,22960,JAM MAKING SET WITH JARS,19,2019-04-14 19:14:00,5.44,13803.0,Australia
537542,21755,LOVE BUILDING BLOCK WORD,13,24/12/2019 18:02,6.15,13995.0,EIRE
537266,84879,  ASSORTED COLOUR BIRD ORNAMENT  ,18,2019-06-13 03:36:00,1.55,15278.0,Netherlands
537511,22752,SET 7 BABUSHKA NESTING BOXES,13,2019-03-09 22:58:00,7.64,14217.0,United Kingdom
536280,21730,GLASS STAR FROSTED T-LIGHT HOLDER,3,01-01-2019,4.2,15482.0,United Kingdom
536831,22752,SET 7 BABUSHKA NESTING BOXES,6,2019-05-11 23:39:00,6.9,14537.0,Netherlands
536689,21730,glass star frosted t-light holder,19,2019-11-23 06:24:00,4.44,16276.0,EIRE
537331,85123A,  WHITE HANGING HEART T-LIGHT HOLDER  ,14,30/06/2019 12:52,2.53,12911.0,Belgium
C536293,22423,  REGENCY CAKESTAND 3 TIER  ,-12,2019-01-26 13:02:00,11.91,17157.0,Switzerland
537512,84406B,  CREAM CUPID HEARTS COAT HANGER  ,17,2019-12-28 17:14:00,2.95,18020.0,Germany
536924,22423,REGENCY CAKESTAND 3 TIER,13,24/06/2019 01:02,12.43,,  Portugal  
536287,22960,JAM MAKING SET WITH JARS,1,2019-02-28 23:46:00,4.49,16114.0,Switzerland
537203,84406B,  CREAM CUPID HEARTS COAT HANGER  ,12,2019-08-31 16:53:00,2.66,15912.0,Belgium
537184,71270,PINK CRYSTAL GUITAR PHONE CHARM,17,2019-11-10 17:38:00,1.29,18169.0,united kingdom
C536800,71270,PINK CRYSTAL GUITAR PHONE CHARM,-19,25/08/2019 22:37,1.22,13759.0,Belgium
536686,22423,  REGENCY CAKESTAND 3 TIER  ,18,29/07/2019 16:02,12.8,16804.0,EIRE
537616,22960,jam making set with jars,13,2019-04-07 18:25:00,5.38,17289.0,Netherlands
536637,21755,LOVE BUILDING BLOCK WORD,14,2019-06-21 01:31:00,5.66,14384.0,EIRE
537293,21730,GLASS STAR FROSTED T-LIGHT HOLDER,13,2019-04-24 10:33:00,4.4,12623.0,Switzerland
537375,71270,PINK CRYSTAL GUITAR PHONE CHARM,9,12-18-2019,1.32,17399.0,France
536357,71053,WHITE METAL LANTERN,2,07-09-2019,3.45,14786.0,  Spain  
536584,71270,  PINK CRYSTAL GUITAR PHONE CHARM  ,1,2019-10-01 05:50:00,1.3,,Australia
536386,84879,ASSORTED COLOUR BIRD ORNAMENT,7,04/03/2019 04:13,1.75,18166.0,  France  
536019,85123A,white hanging heart t-light holder,19,2019-03-08 22:23:00,2.6,16732.0,Portugal
536442,71053,WHITE METAL LANTERN,1,14/01/2019 23:58,3.48,15827.0,France
537429,21730,GLASS STAR FROSTED T-LIGHT HOLDER,11,2019-06-16 23:16:00,4.61,13262.0,Netherlands
C536764,71053,WHITE METAL LANTERN,-10,07-30-2019,3.39,14344.0,United Kingdom
537006,71270,pink crystal guitar phone charm,9,2019-03-08 03:01:00,1.37,15366.0,  EIRE  
536412,22960,  JAM MAKING SET WITH JARS  ,5,08-17-2019,5.43,17920.0,  France  
536799,71053,  WHITE METAL LANTERN  ,18,2019-12-12 11:50:00,3.48,13593.0,Spain
537524,22423,  REGENCY CAKESTAND 3 TIER  ,1,2019-05-14 11:38:00,13.68,12952.0,EIRE
536843,22960,  JAM MAKING SET WITH JARS  ,18,16/04/2019 10:48,4.99,14975.0,eire
537474,22752,  SET 7 BABUSHKA NESTING BOXES  ,16,17/03/2019 00:08,7.31,14398.0,United Kingdom
537260,84879,ASSORTED COLOUR BIRD ORNAMENT,4,05-24-2019,1.66,16476.0,United Kingdom
536504,85123A,  WHITE HANGING HEART T-LIGHT HOLDER  ,17,04-07-2019,2.41,14510.0,United Kingdom
536732,22752,set 7 babushka nesting boxes,14,2019-03-27 14:47:00,7.24,12835.0,Belgium
537183,71270,  PINK CRYSTAL GUITAR PHONE CHARM  ,4,2019-02-26 22:28:00,1.2,13609.0,Netherlands
537261,22960,  JAM MAKING SET WITH JARS  ,11,2019-08-26 01:06:00,5.39,13667.0,Spain
536356,71053,  WHITE METAL LANTERN  ,16,2019-02-03 05:04:00,3.64,17556.0,United Kingdom
536731,84406B,CREAM CUPID HEARTS COAT HANGER,12,28/07/2019 22:59,2.56,13140.0,France
537297,71270,PINK CRYSTAL GUITAR PHONE CHARM,11,2019-07-08 17:18:00,1.33,17130.0,Netherlands
C536025,22423,regency cakestand 3 tier,-17,14/10/2019 09:14,12.66,16422.0,  Belgium  
536172,71270,PINK CRYSTAL GUITAR PHONE CHARM,9,24/09/2019 12:03,1.36,18209.0,Australia
536893,71053,white metal lantern,10,2019-01-02 00:25:00,3.57,14642.0,Netherlands
536599,22960,  JAM MAKING SET WITH JARS  ,3,03/04/2019 16:54,5.33,16999.0,Belgium
537207,84406B,CREAM CUPID HEARTS COAT HANGER,10,29/05/2019 04:02,2.85,14693.0,Portugal
537388,85123A,WHITE HANGING HEART T-LIGHT HOLDER,8,2019-11-17 15:02:00,2.4,13980.0,Spain
536833,85123A,WHITE HANGING HEART T-LIGHT HOLDER,14,07-26-2019,2.66,15135.0,United Kingdom
537624,21730,glass star frosted t-light holder,2,2019-08-30 05:27:00,4.54,15625.0,Portugal
