InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,IsCancelled,IsGuestCheckout,TotalPrice
537022,22423,REGENCY CAKESTAND 3 TIER,6,2019-05-09 17:39:00,11.83,,Spain,False,True,70.98
537081,84879,ASSORTED COLOUR BIRD ORNAMENT,13,2019-02-28 03:35:00,1.69,13051,Portugal,False,False,21.97
536025,84406B,CREAM CUPID HEARTS COAT HANGER,6,2019-06-08 11:28:00,2.55,13326,Spain,False,False,15.3
537608,22960,JAM MAKING SET WITH JARS,19,2019-02-27 05:01:00,4.76,15754,Germany,False,False,90.44
536640,22960,JAM MAKING SET WITH JARS,8,2019-01-17 00:45:00,4.82,12839,Spain,False,False,38.56
537329,22752,SET 7 BABUSHKA NESTING BOXES,5,2019-03-14 13:40:00,8.05,12686,Germany,False,False,40.25
537285,22752,SET 7 BABUSHKA NESTING BOXES,10,2019-02-05 21:07:00,7.49,14803,Switzerland,False,False,74.9
536856,22960,JAM MAKING SET WITH JARS,13,2019-10-14 10:30:00,5.29,16539,Australia,False,False,68.77
537617,85123A,WHITE HANGING HEART T-LIGHT HOLDER,9,2019-05-27 06:11:00,2.56,15857,Belgium,False,False,23.04
536700,84879,ASSORTED COLOUR BIRD ORNAMENT,17,2019-12-14 16:27:00,1.75,13183,Netherlands,False,False,29.75
537154,21730,GLASS STAR FROSTED T-LIGHT HOLDER,17,2019-10-31 11:48:00,4.03,15811,Spain,False,False,68.51
537564,22423,REGENCY CAKESTAND 3 TIER,3,2019-04-18 00:00:00,12.17,16288,EIRE,False,False,36.51
537247,21730,GLASS STAR FROSTED T-LIGHT HOLDER,11,2019-12-23 18:33:00,4.45,13233,EIRE,False,False,48.95
537607,84879,ASSORTED COLOUR BIRD ORNAMENT,6,2019-03-21 00:53:00,1.57,17192,Portugal,False,False,9.42
536493,21730,GLASS STAR FROSTED T-LIGHT HOLDER,11,2019-07-02 00:00:00,3.97,16680,Portugal,False,False,43.67
537403,22423,REGENCY CAKESTAND 3 TIER,10,2019-08-25 00:00:00,12.5,14783,Portugal,False,False,125.0
C536127,84879,ASSORTED COLOUR BIRD ORNAMENT,-3,2019-04-01 07:23:00,1.61,14618,Germany,True,False,-4.83
537229,22960,JAM MAKING SET WITH JARS,7,2019-05-03 22:15:00,5.33,15387,Portugal,False,False,37.31
537485,22960,JAM MAKING SET WITH JARS,13,2019-07-24 09:44:00,4.65,15101,Portugal,False,False,60.45
537516,22752,SET 7 BABUSHKA NESTING BOXES,16,2019-10-31 07:25:00,7.35,,Germany,False,True,117.6
537622,21730,GLASS STAR FROSTED T-LIGHT HOLDER,2,2019-06-04 00:00:00,4.65,15313,Australia,False,False,9.3
537465,71270,PINK CRYSTAL GUITAR PHONE CHARM,11,2019-07-26 17:10:00,1.16,,Spain,False,True,12.76
536186,22752,SET 7 BABUSHKA NESTING BOXES,2,2019-11-21 17:57:00,8.34,14735,Portugal,False,False,16.68
536278,71053,WHITE METAL LANTERN,7,2019-05-17 03:46:00,3.61,13486,Germany,False,False,25.27
536009,85123A,WHITE HANGING HEART T-LIGHT HOLDER,15,2019-08-31 10:22:00,2.66,14179,Belgium,False,False,39.9
536154,22423,REGENCY CAKESTAND 3 TIER,10,2019-06-29 20:23:00,13.4,14484,Australia,False,False,134.0
537190,22423,REGENCY CAKESTAND 3 TIER,11,2019-05-28 13:21:00,11.87,14472,Germany,False,False,130.57
536305,21730,GLASS STAR FROSTED T-LIGHT HOLDER,5,2019-05-04 05:04:00,4.18,14331,Germany,False,False,20.9
536608,84406B,CREAM CUPID HEARTS COAT HANGER,9,2019-02-11 00:00:00,2.84,17854,Spain,False,False,25.56
536433,22960,JAM MAKING SET WITH JARS,9,2019-10-01 18:04:00,4.8,13585,Netherlands,False,False,43.2
537225,22960,JAM MAKING SET WITH JARS,4,2019-10-20 00:00:00,4.48,15026,EIRE,False,False,17.92
537341,84879,ASSORTED COLOUR BIRD ORNAMENT,14,2019-01-26 07:22:00,1.68,12407,EIRE,False,False,23.52
537437,71053,WHITE METAL LANTERN,7,2019-09-18 15:13:00,3.6,13388,Portugal,False,False,25.2
537434,22960,JAM MAKING SET WITH JARS,7,2019-12-13 01:59:00,5.27,14238,Spain,False,False,36.89
536172,71053,WHITE METAL LANTERN,6,2019-11-11 09:21:00,3.63,14301,Netherlands,False,False,21.78
537024,71270,PINK CRYSTAL GUITAR PHONE CHARM,5,2019-03-01 15:43:00,1.28,14789,Switzerland,False,False,6.4
536998,22960,JAM MAKING SET WITH JARS,10,2019-08-06 00:00:00,4.69,12621,Germany,False,False,46.9
536624,22752,SET 7 BABUSHKA NESTING BOXES,4,2019-03-10 22:43:00,6.92,14992,Australia,False,False,27.68
537250,84406B,CREAM CUPID HEARTS COAT HANGER,7,2019-02-09 07:14:00,2.53,15929,Portugal,False,False,17.71
536198,22423,REGENCY CAKESTAND 3 TIER,17,2019-06-09 03:36:00,12.08,15736,United Kingdom,False,False,205.36
536156,22423,REGENCY CAKESTAND 3 TIER,6,2019-08-21 13:08:00,12.29,,Netherlands,False,True,73.74
537535,85123A,WHITE HANGING HEART T-LIGHT HOLDER,13,2019-09-18 22:29:00,2.34,15973,Australia,False,False,30.42
537254,84406B,CREAM CUPID HEARTS COAT HANGER,13,2019-06-08 00:00:00,3.01,13589,Portugal,False,False,39.13
537268,22752,SET 7 BABUSHKA NESTING BOXES,11,2019-09-09 00:00:00,7.37,16795,Switzerland,False,False,81.07
536805,22960,JAM MAKING SET WITH JARS,7,2019-08-04 06:20:00,5.21,14766,Portugal,False,False,36.47
536764,22752,SET 7 BABUSHKA NESTING BOXES,1,2019-05-27 21:39:00,7.13,18065,Australia,False,False,7.13
537001,21730,GLASS STAR FROSTED T-LIGHT HOLDER,19,2019-07-08 14:02:00,4.6,17892,France,False,False,87.4
536518,22960,JAM MAKING SET WITH JARS,11,2019-05-18 04:41:00,5.14,15553,Spain,False,False,56.54
536032,22752,SET 7 BABUSHKA NESTING BOXES,3,2019-11-17 15:17:00,8.19,13075,Germany,False,False,24.57
537268,84879,ASSORTED COLOUR BIRD ORNAMENT,9,2019-07-18 00:00:00,1.78,16101,Netherlands,False,False,16.02
537310,21730,GLASS STAR FROSTED T-LIGHT HOLDER,18,2019-10-07 00:00:00,4.02,15435,Belgium,False,False,72.36
536737,21755,LOVE BUILDING BLOCK WORD,16,2019-04-10 00:00:00,6.52,13487,Germany,False,False,104.32
536809,84406B,CREAM CUPID HEARTS COAT HANGER,6,2019-08-10 20:18:00,2.52,12861,United Kingdom,False,False,15.12
536748,21755,LOVE BUILDING BLOCK WORD,11,2019-04-29 15:19:00,6.03,17949,Portugal,False,False,66.33
537370,22960,JAM MAKING SET WITH JARS,4,2019-12-19 10:49:00,5.09,,Germany,False,True,20.36
536692,21755,LOVE BUILDING BLOCK WORD,15,2019-06-15 00:00:00,5.5,14835,Belgium,False,False,82.5
536149,22960,JAM MAKING SET WITH JARS,17,2019-11-18 18:21:00,4.53,13572,EIRE,False,False,77.01
537640,22752,SET 7 BABUSHKA NESTING BOXES,4,2019-06-23 13:39:00,8.24,,France,False,True,32.96
536577,22423,REGENCY CAKESTAND 3 TIER,11,2019-09-08 15:27:00,13.25,12619,Switzerland,False,False,145.75
536632,21755,LOVE BUILDING BLOCK WORD,12,2019-01-15 00:00:00,5.88,16050,Australia,False,False,70.56
536339,84879,ASSORTED COLOUR BIRD ORNAMENT,18,2019-10-08 00:00:00,1.58,14740,Belgium,False,False,28.44
536956,84879,ASSORTED COLOUR BIRD ORNAMENT,1,2019-04-04 01:17:00,1.55,14607,United Kingdom,False,False,1.55
536004,71270,PINK CRYSTAL GUITAR PHONE CHARM,9,2019-01-14 00:00:00,1.27,,Germany,False,True,11.43
537325,84406B,CREAM CUPID HEARTS COAT HANGER,8,2019-11-13 00:00:00,2.71,16378,Belgium,False,False,21.68
537619,22960,JAM MAKING SET WITH JARS,8,2019-04-02 08:07:00,5.42,12995,Australia,False,False,43.36
536405,84879,ASSORTED COLOUR BIRD ORNAMENT,10,2019-04-14 00:00:00,1.82,17908,Switzerland,False,False,18.2
537568,22423,REGENCY CAKESTAND 3 TIER,4,2019-10-27 14:06:00,12.88,17385,Spain,False,False,51.52
537206,21755,LOVE BUILDING BLOCK WORD,15,2019-03-19 20:28:00,6.16,16509,France,False,False,92.4
536710,22752,SET 7 BABUSHKA NESTING BOXES,12,2019-09-26 23:13:00,7.44,15263,Spain,False,False,89.28
537538,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2019-06-16 00:00:00,2.49,12797,Spain,False,False,14.94
536923,84879,ASSORTED COLOUR BIRD ORNAMENT,2,2019-01-08 00:00:00,1.7,16381,Switzerland,False,False,3.4
537427,22752,SET 7 BABUSHKA NESTING BOXES,8,2019-03-04 00:00:00,7.02,13573,Germany,False,False,56.16
537094,71053,WHITE METAL LANTERN,7,2019-03-08 02:47:00,3.4,15869,Australia,False,False,23.8
537167,84406B,CREAM CUPID HEARTS COAT HANGER,1,2019-06-01 00:00:00,2.93,16216,Australia,False,False,2.93
536095,22423,REGENCY CAKESTAND 3 TIER,8,2019-03-27 17:58:00,12.29,16590,Portugal,False,False,98.32
537334,22423,REGENCY CAKESTAND 3 TIER,11,2019-09-13 08:27:00,13.3,14881,Spain,False,False,146.3
536770,21730,GLASS STAR FROSTED T-LIGHT HOLDER,12,2019-03-25 05:48:00,4.53,12409,EIRE,False,False,54.36
537069,21730,GLASS STAR FROSTED T-LIGHT HOLDER,15,2019-06-22 08:58:00,3.94,16735,Netherlands,False,False,59.1
536259,71053,WHITE METAL LANTERN,4,2019-10-24 06:29:00,3.51,18272,France,False,False,14.04
537558,21730,GLASS STAR FROSTED T-LIGHT HOLDER,11,2019-11-24 22:41:00,4.42,14999,France,False,False,48.62
537574,21730,GLASS STAR FROSTED T-LIGHT HOLDER,15,2019-11-23 23:45:00,4.59,14301,Netherlands,False,False,68.85
536684,84879,ASSORTED COLOUR BIRD ORNAMENT,13,2019-09-16 10:17:00,1.85,13153,Australia,False,False,24.05
536142,22960,JAM MAKING SET WITH JARS,19,2019-10-12 07:13:00,5.33,13828,Switzerland,False,False,101.27
537101,22960,JAM MAKING SET WITH JARS,11,2019-05-21 00:00:00,5.12,13713,France,False,False,56.32
537386,71053,WHITE METAL LANTERN,19,2019-05-17 03:31:00,3.6,13741,Spain,False,False,68.4
536489,71053,WHITE METAL LANTERN,3,2019-08-10 15:17:00,3.18,15660,France,False,False,9.54
537505,71053,WHITE METAL LANTERN,15,2019-11-13 20:46:00,3.06,17344,EIRE,False,False,45.9
537600,21755,LOVE BUILDING BLOCK WORD,6,2019-09-20 18:13:00,6.5,12866,France,False,False,39.0
537515,84406B,CREAM CUPID HEARTS COAT HANGER,8,2019-12-10 12:09:00,2.64,12425,Portugal,False,False,21.12
537601,21730,GLASS STAR FROSTED T-LIGHT HOLDER,18,2019-09-14 23:28:00,4.42,,EIRE,False,True,79.56
536116,21755,LOVE BUILDING BLOCK WORD,9,2019-03-04 23:15:00,5.43,14061,EIRE,False,False,48.87
536055,71053,WHITE METAL LANTERN,6,2019-11-13 04:30:00,3.65,16381,United Kingdom,False,False,21.9
537501,85123A,WHITE HANGING HEART T-LIGHT HOLDER,9,2019-10-16 01:36:00,2.33,17646,Netherlands,False,False,20.97
536220,21755,LOVE BUILDING BLOCK WORD,14,2019-12-29 00:00:00,6.26,14050,Portugal,False,False,87.64
536765,22752,SET 7 BABUSHKA NESTING BOXES,9,2019-08-12 09:37:00,7.04,16736,Australia,False,False,63.36
536446,22960,JAM MAKING SET WITH JARS,12,2019-08-26 00:00:00,4.87,14052,Portugal,False,False,58.44
536982,85123A,WHITE HANGING HEART T-LIGHT HOLDER,15,2019-06-15 17:11:00,2.39,18258,Belgium,False,False,35.85
537092,21730,GLASS STAR FROSTED T-LIGHT HOLDER,16,2019-10-01 09:58:00,3.93,14418,United Kingdom,False,False,62.88
536872,85123A,WHITE HANGING HEART T-LIGHT HOLDER,15,2019-04-11 09:32:00,2.72,,United Kingdom,False,True,40.8
536735,22423,REGENCY CAKESTAND 3 TIER,17,2019-01-18 00:00:00,13.71,15447,Australia,False,False,233.07
536127,21755,LOVE BUILDING BLOCK WORD,11,2019-02-24 01:40:00,6.19,14857,Spain,False,False,68.09
537036,21755,LOVE BUILDING BLOCK WORD,17,2019-06-18 10:21:00,6.12,17097,France,False,False,104.04
536738,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2019-05-26 02:10:00,2.54,17335,Spain,False,False,5.08
536729,84879,ASSORTED COLOUR BIRD ORNAMENT,15,2019-04-30 03:17:00,1.8,17564,France,False,False,27.0
C536155,22960,JAM MAKING SET WITH JARS,-12,2019-01-04 00:00:00,5.44,12995,Netherlands,True,False,-65.28
537324,71053,WHITE METAL LANTERN,4,2019-01-28 01:15:00,3.17,14046,Spain,False,False,12.68
536377,84879,ASSORTED COLOUR BIRD ORNAMENT,5,2019-09-04 00:00:00,1.71,16145,EIRE,False,False,8.55
536099,22960,JAM MAKING SET WITH JARS,5,2019-12-12 06:56:00,5.1,13842,Switzerland,False,False,25.5
536815,22752,SET 7 BABUSHKA NESTING BOXES,4,2019-05-16 15:51:00,7.68,16651,France,False,False,30.72
536538,22423,REGENCY CAKESTAND 3 TIER,5,2019-05-02 17:09:00,13.36,16523,France,False,False,66.8
537261,22960,JAM MAKING SET WITH JARS,2,2019-01-03 18:07:00,4.7,14662,Spain,False,False,9.4
537334,21755,LOVE BUILDING BLOCK WORD,1,2019-09-07 00:00:00,6.18,14476,Australia,False,False,6.18
537306,71270,PINK CRYSTAL GUITAR PHONE CHARM,16,2019-06-06 17:55:00,1.13,17308,Switzerland,False,False,18.08
536772,22752,SET 7 BABUSHKA NESTING BOXES,18,2019-04-02 01:32:00,8.22,16655,Switzerland,False,False,147.96
537480,22752,SET 7 BABUSHKA NESTING BOXES,12,2019-05-26 22:23:00,7.66,15931,Spain,False,False,91.92
537095,21730,GLASS STAR FROSTED T-LIGHT HOLDER,14,2019-11-08 04:24:00,3.83,16415,Switzerland,False,False,53.62
536645,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2019-06-12 20:33:00,2.71,17074,France,False,False,16.26
537606,22960,JAM MAKING SET WITH JARS,9,2019-12-16 00:00:00,4.91,12380,France,False,False,44.19
537658,21755,LOVE BUILDING BLOCK WORD,11,2019-06-30 00:00:00,6.53,18176,France,False,False,71.83
537012,22423,REGENCY CAKESTAND 3 TIER,8,2019-02-08 09:48:00,11.62,16607,Switzerland,False,False,92.96
536349,22423,REGENCY CAKESTAND 3 TIER,11,2019-11-26 06:42:00,13.61,18238,Netherlands,False,False,149.71
537483,21730,GLASS STAR FROSTED T-LIGHT HOLDER,12,2019-08-15 10:13:00,4.53,15609,Switzerland,False,False,54.36
537379,84879,ASSORTED COLOUR BIRD ORNAMENT,5,2019-07-25 05:30:00,1.68,14206,Belgium,False,False,8.4
536509,22752,SET 7 BABUSHKA NESTING BOXES,5,2019-07-23 09:52:00,8.34,12784,Switzerland,False,False,41.7
536017,22423,REGENCY CAKESTAND 3 TIER,3,2019-12-05 16:39:00,12.77,16897,Netherlands,False,False,38.31
536282,71270,PINK CRYSTAL GUITAR PHONE CHARM,4,2019-12-19 13:10:00,1.3,17923,Australia,False,False,5.2
536083,21755,LOVE BUILDING BLOCK WORD,13,2019-02-25 22:07:00,5.82,16193,EIRE,False,False,75.66
537011,21755,LOVE BUILDING BLOCK WORD,10,2019-01-05 00:00:00,6.25,16444,Switzerland,False,False,62.5
536342,71270,PINK CRYSTAL GUITAR PHONE CHARM,18,2019-04-25 07:43:00,1.25,16017,Portugal,False,False,22.5
536556,22960,JAM MAKING SET WITH JARS,10,2019-08-23 16:23:00,4.89,12604,Germany,False,False,48.9
536268,71053,WHITE METAL LANTERN,3,2019-12-25 00:00:00,3.6,15113,Germany,False,False,10.8
536517,22423,REGENCY CAKESTAND 3 TIER,1,2019-07-09 00:46:00,13.63,15255,Switzerland,False,False,13.63
536010,21755,LOVE BUILDING BLOCK WORD,1,2019-03-10 00:00:00,5.94,16270,Germany,False,False,5.94
536238,22423,REGENCY CAKESTAND 3 TIER,8,2019-03-20 07:37:00,12.81,,Germany,False,True,102.48
C537362,21730,GLASS STAR FROSTED T-LIGHT HOLDER,-12,2019-03-22 10:23:00,3.86,14459,Portugal,True,False,-46.32
537019,21730,GLASS STAR FROSTED T-LIGHT HOLDER,13,2019-12-11 23:16:00,4.03,13001,Switzerland,False,False,52.39
537589,85123A,WHITE HANGING HEART T-LIGHT HOLDER,18,2019-10-10 03:45:00,2.8,14140,United Kingdom,False,False,50.4
537607,22752,SET 7 BABUSHKA NESTING BOXES,12,2019-07-08 03:48:00,6.96,17385,France,False,False,83.52
C537558,22752,SET 7 BABUSHKA NESTING BOXES,-2,2019-02-14 00:00:00,7.54,,France,True,True,-15.08
537384,21730,GLASS STAR FROSTED T-LIGHT HOLDER,12,2019-04-27 14:56:00,4.57,13124,Switzerland,False,False,54.84
537431,21755,LOVE BUILDING BLOCK WORD,14,2019-01-20 20:07:00,5.73,17337,United Kingdom,False,False,80.22
537076,22423,REGENCY CAKESTAND 3 TIER,6,2019-09-03 03:40:00,13.84,13567,Australia,False,False,83.04
536348,21730,GLASS STAR FROSTED T-LIGHT HOLDER,12,2019-12-07 15:41:00,4.66,16382,Portugal,False,False,55.92
536775,71270,PINK CRYSTAL GUITAR PHONE CHARM,7,2019-10-05 05:26:00,1.29,16332,Netherlands,False,False,9.03
536673,22960,JAM MAKING SET WITH JARS,4,2019-04-24 01:50:00,5.06,,Netherlands,False,True,20.24
536586,71053,WHITE METAL LANTERN,2,2019-04-06 21:17:00,3.55,13659,Australia,False,False,7.1
536714,22960,JAM MAKING SET WITH JARS,1,2019-04-13 00:00:00,4.71,12398,Germany,False,False,4.71
536829,71053,WHITE METAL LANTERN,15,2019-01-25 10:42:00,3.14,13059,EIRE,False,False,47.1
536785,84406B,CREAM CUPID HEARTS COAT HANGER,12,2019-07-19 03:18:00,2.9,13787,Spain,False,False,34.8
537058,84406B,CREAM CUPID HEARTS COAT HANGER,14,2019-11-24 18:32:00,2.89,17818,Netherlands,False,False,40.46
537485,85123A,WHITE HANGING HEART T-LIGHT HOLDER,10,2019-08-09 16:25:00,2.5,12709,Germany,False,False,25.0
537171,21730,GLASS STAR FROSTED T-LIGHT HOLDER,3,2019-05-24 18:05:00,4.0,,EIRE,False,True,12.0
536110,84406B,CREAM CUPID HEARTS COAT HANGER,10,2019-06-15 00:07:00,2.73,15719,Switzerland,False,False,27.3
537532,71270,PINK CRYSTAL GUITAR PHONE CHARM,16,2019-01-28 02:21:00,1.33,14759,France,False,False,21.28
537507,85123A,WHITE HANGING HEART T-LIGHT HOLDER,19,2019-04-16 05:24:00,2.38,14244,Portugal,False,False,45.22
536546,85123A,WHITE HANGING HEART T-LIGHT HOLDER,16,2019-10-21 03:50:00,2.34,13170,EIRE,False,False,37.44
536505,21755,LOVE BUILDING BLOCK WORD,13,2019-04-13 03:42:00,5.83,17837,Spain,False,False,75.79
536287,71053,WHITE METAL LANTERN,17,2019-01-08 00:00:00,3.28,16500,Switzerland,False,False,55.76
C537501,84406B,CREAM CUPID HEARTS COAT HANGER,-17,2019-06-07 04:47:00,2.93,17957,Belgium,True,False,-49.81
537498,21730,GLASS STAR FROSTED T-LIGHT HOLDER,12,2019-05-15 20:59:00,4.66,15371,Germany,False,False,55.92
536399,21755,LOVE BUILDING BLOCK WORD,6,2019-07-03 07:34:00,6.49,13731,Germany,False,False,38.94
536370,71270,PINK CRYSTAL GUITAR PHONE CHARM,3,2019-09-07 09:09:00,1.24,15282,Spain,False,False,3.72
536109,22423,REGENCY CAKESTAND 3 TIER,1,2019-11-06 09:25:00,13.89,12963,Australia,False,False,13.89
536362,22960,JAM MAKING SET WITH JARS,13,2019-06-29 21:25:00,4.51,13769,Belgium,False,False,58.63
537313,71270,PINK CRYSTAL GUITAR PHONE CHARM,8,2019-06-05 00:08:00,1.2,15266,Portugal,False,False,9.6
536838,21755,LOVE BUILDING BLOCK WORD,17,2019-12-14 19:30:00,5.93,15043,United Kingdom,False,False,100.81
536001,21755,LOVE BUILDING BLOCK WORD,13,2019-07-19 10:38:00,6.33,15022,France,False,False,82.29
536880,22423,REGENCY CAKESTAND 3 TIER,7,2019-06-18 13:39:00,13.86,15393,Netherlands,False,False,97.02
537517,71270,PINK CRYSTAL GUITAR PHONE CHARM,4,2019-06-18 21:20:00,1.18,13145,Portugal,False,False,4.72
536496,84879,ASSORTED COLOUR BIRD ORNAMENT,1,2019-12-26 11:56:00,1.57,13286,EIRE,False,False,1.57
536819,71270,PINK CRYSTAL GUITAR PHONE CHARM,4,2019-01-28 20:24:00,1.24,15377,Australia,False,False,4.96
537551,71053,WHITE METAL LANTERN,4,2019-03-19 00:22:00,3.6,16645,Netherlands,False,False,14.4
536183,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2019-04-18 06:12:00,2.56,12760,Belgium,False,False,5.12
536185,71270,PINK CRYSTAL GUITAR PHONE CHARM,18,2019-06-24 16:55:00,1.19,,United Kingdom,False,True,21.42
536734,84406B,CREAM CUPID HEARTS COAT HANGER,18,2019-12-30 19:45:00,2.96,14624,Australia,False,False,53.28
536863,21755,LOVE BUILDING BLOCK WORD,10,2019-02-15 16:10:00,6.14,17670,Switzerland,False,False,61.4
C536495,84406B,CREAM CUPID HEARTS COAT HANGER,-14,2019-10-19 03:32:00,2.8,14574,Portugal,True,False,-39.2
537275,21730,GLASS STAR FROSTED T-LIGHT HOLDER,3,2019-08-04 19:25:00,4.0,16406,France,False,False,12.0
536088,22423,REGENCY CAKESTAND 3 TIER,18,2019-12-17 13:00:00,11.99,15589,Switzerland,False,False,215.82
536490,21730,GLASS STAR FROSTED T-LIGHT HOLDER,10,2019-05-22 00:00:00,3.86,15190,Germany,False,False,38.6
536411,21755,LOVE BUILDING BLOCK WORD,7,2019-12-25 00:00:00,6.22,15479,Germany,False,False,43.54
536384,71270,PINK CRYSTAL GUITAR PHONE CHARM,3,2019-07-23 00:00:00,1.26,16169,Netherlands,False,False,3.78
536467,71270,PINK CRYSTAL GUITAR PHONE CHARM,11,2019-01-25 01:22:00,1.26,15172,Netherlands,False,False,13.86
537074,22752,SET 7 BABUSHKA NESTING BOXES,6,2019-02-21 18:58:00,7.78,,EIRE,False,True,46.68
536306,21755,LOVE BUILDING BLOCK WORD,6,2019-12-04 18:58:00,5.77,17004,Portugal,False,False,34.62
537579,21730,GLASS STAR FROSTED T-LIGHT HOLDER,18,2019-11-08 16:14:00,3.86,12750,Switzerland,False,False,69.48
536354,84879,ASSORTED COLOUR BIRD ORNAMENT,1,2019-07-03 22:56:00,1.68,17853,France,False,False,1.68
536782,84406B,CREAM CUPID HEARTS COAT HANGER,11,2019-03-05 00:00:00,2.59,13550,Belgium,False,False,28.49
536994,71270,PINK CRYSTAL GUITAR PHONE CHARM,14,2019-05-30 18:55:00,1.33,14042,Netherlands,False,False,18.62
537290,21730,GLASS STAR FROSTED T-LIGHT HOLDER,2,2019-01-13 14:04:00,4.01,18105,Germany,False,False,8.02
536867,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,2019-02-04 18:46:00,2.4,15281,Belgium,False,False,9.6
536504,21730,GLASS STAR FROSTED T-LIGHT HOLDER,6,2019-09-19 00:00:00,4.25,13239,Netherlands,False,False,25.5
536607,71053,WHITE METAL LANTERN,18,2019-05-08 19:08:00,3.67,17927,Germany,False,False,66.06
536155,21730,GLASS STAR FROSTED T-LIGHT HOLDER,11,2019-03-24 00:00:00,4.53,17922,Spain,False,False,49.83
536114,71270,PINK CRYSTAL GUITAR PHONE CHARM,13,2019-11-19 15:13:00,1.34,14483,Spain,False,False,17.42
537647,22752,SET 7 BABUSHKA NESTING BOXES,15,2019-05-03 04:07:00,6.9,14495,United Kingdom,False,False,103.5
536497,21730,GLASS STAR FROSTED T-LIGHT HOLDER,12,2019-04-19 09:15:00,4.5,14654,United Kingdom,False,False,54.0
537412,71270,PINK CRYSTAL GUITAR PHONE CHARM,18,2019-08-15 21:52:00,1.34,14287,EIRE,False,False,24.12
537333,21755,LOVE BUILDING BLOCK WORD,2,2019-10-26 18:55:00,6.5,15186,France,False,False,13.0
536472,21730,GLASS STAR FROSTED T-LIGHT HOLDER,13,2019-12-20 14:45:00,4.53,15806,Portugal,False,False,58.89
536202,84879,ASSORTED COLOUR BIRD ORNAMENT,13,2019-01-22 19:52:00,1.78,17644,Switzerland,False,False,23.14
537121,71053,WHITE METAL LANTERN,8,2019-04-28 00:00:00,3.41,17189,Netherlands,False,False,27.28
536482,21730,GLASS STAR FROSTED T-LIGHT HOLDER,3,2019-11-24 18:31:00,3.92,12952,Belgium,False,False,11.76
537305,84406B,CREAM CUPID HEARTS COAT HANGER,19,2019-05-05 00:00:00,2.8,13800,Belgium,False,False,53.2
537484,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,2019-11-18 10:42:00,2.42,17041,EIRE,False,False,29.04
536629,22960,JAM MAKING SET WITH JARS,6,2019-08-20 16:23:00,4.67,17551,Australia,False,False,28.02
537271,22752,SET 7 BABUSHKA NESTING BOXES,14,2019-04-12 04:44:00,7.17,17294,Germany,False,False,100.38
536569,84406B,CREAM CUPID HEARTS COAT HANGER,2,2019-05-08 23:36:00,2.82,17642,Portugal,False,False,5.64
537108,71053,WHITE METAL LANTERN,12,2019-01-03 22:38:00,3.19,17640,Germany,False,False,38.28
536829,85123A,WHITE HANGING HEART T-LIGHT HOLDER,13,2019-12-21 00:06:00,2.57,15775,Australia,False,False,33.41
536674,22752,SET 7 BABUSHKA NESTING BOXES,2,2019-05-08 10:51:00,7.69,13683,Australia,False,False,15.38
537180,84879,ASSORTED COLOUR BIRD ORNAMENT,2,2019-11-27 13:15:00,1.65,15927,Switzerland,False,False,3.3
536007,21730,GLASS STAR FROSTED T-LIGHT HOLDER,1,2019-10-09 00:00:00,3.9,16485,Spain,False,False,3.9
C537515,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-11,2019-12-13 22:22:00,2.72,17916,Germany,True,False,-29.92
537378,21730,GLASS STAR FROSTED T-LIGHT HOLDER,18,2019-06-28 07:21:00,4.25,,Spain,False,True,76.5
536359,22752,SET 7 BABUSHKA NESTING BOXES,18,2019-01-08 20:29:00,8.09,16832,EIRE,False,False,145.62
536809,85123A,WHITE HANGING HEART T-LIGHT HOLDER,17,2019-09-05 00:02:00,2.7,16215,Spain,False,False,45.9
537141,85123A,WHITE HANGING HEART T-LIGHT HOLDER,17,2019-07-31 02:17:00,2.45,15914,Netherlands,False,False,41.65
537660,22423,REGENCY CAKESTAND 3 TIER,12,2019-08-14 23:53:00,13.94,13825,Netherlands,False,False,167.28
536801,84879,ASSORTED COLOUR BIRD ORNAMENT,13,2019-04-16 01:14:00,1.6,13249,Spain,False,False,20.8
537121,84406B,CREAM CUPID HEARTS COAT HANGER,2,2019-06-05 00:00:00,2.75,16465,France,False,False,5.5
537184,22423,REGENCY CAKESTAND 3 TIER,2,2019-08-16 07:46:00,12.16,14087,EIRE,False,False,24.32
537158,22423,REGENCY CAKESTAND 3 TIER,2,2019-11-20 09:52:00,13.86,15557,Spain,False,False,27.72
536845,84879,ASSORTED COLOUR BIRD ORNAMENT,1,2019-09-07 07:43:00,1.8,17607,Germany,False,False,1.8
536759,21730,GLASS STAR FROSTED T-LIGHT HOLDER,16,2019-09-06 23:37:00,4.15,12416,EIRE,False,False,66.4
536349,71053,WHITE METAL LANTERN,2,2019-03-28 00:00:00,3.39,14793,Switzerland,False,False,6.78
537632,22423,REGENCY CAKESTAND 3 TIER,6,2019-12-03 13:19:00,12.21,17812,Portugal,False,False,73.26
